project,fix_commit_hash,fix_author_ts
ant-ivy,2dc3e2207a1dc877cf6c559441dc686ee24a2240,1287306147.0
ant-ivy,9ea96f02662dc2f862211a0c8882daf3a59b0b90,1285711282.0
ant-ivy,8eef77b6fed7879f76ab660adde246417dbce2c5,1285273673.0
ant-ivy,b852c5bca696b7f971b3240ec8244f4e537f90ec,1284674606.0
ant-ivy,f91681674db59ece9b273e369a247d8be7e4f538,1284069894.0
ant-ivy,2bfee6575196aefc235ba48880ccf867542303fe,1281645571.0
ant-ivy,03be6a16ec7561d643c1d3d91eb31e30514c45ad,1281561540.0
ant-ivy,d7bf725a0142468f93f46486f266cb31155daa1f,1281388278.0
ant-ivy,2521f29eb6a72a20f339d3ae0c446bc617345eed,1280702039.0
ant-ivy,6d4b512cb151446b90874d5046ab6833904f5bfe,1279486590.0
ant-ivy,98567abad2dcb89c3e428efc0696323dd0b87319,1278452430.0
ant-ivy,0a000800ef687ed1fa87ecfae1a1c8e5d89aef81,1277588990.0
ant-ivy,75ab5e6bca39e2785f4638365c7fa94a9875f7b6,1276552151.0
ant-ivy,78eed5e04be1f01d7fa2c112ba5a1fd25e4d7241,1276378792.0
ant-ivy,2e96cd40c91e1b40196d0d50a9e9c36e04b8465a,1276118091.0
ant-ivy,c54a68625c1fd6ba7c2928b3989e2fcfd6d13dbe,1276117052.0
ant-ivy,fe1cce3971c9e99da1e690d9221e56e882615bf9,1276115880.0
ant-ivy,7f640b0badf5106821908fcae610400849cdccc5,1276108835.0
ant-ivy,37f373401c3fefa832be0d52f617f0711b0bb831,1275339430.0
ant-ivy,cfe5103aa591a6d61f7410dee26652bf3c91b642,1274997414.0
ant-ivy,a649121829caba9008b56ab2102ca7a0501bb16e,1274646193.0
ant-ivy,1a87d170d4cde56b5a956d29f178d28e1cd398b5,1274393012.0
ant-ivy,a576d13e6bc0a26862a571e670336a86e77906de,1273785784.0
ant-ivy,c4355851dbbc6c232ddd228e7e724a725783fa92,1271886059.0
ant-ivy,b2cc472f73268ac1205e2b90038205ea931b7fd3,1270586131.0
ant-ivy,91cb40361e2cfc7525deb063b48db0e2e877e509,1269979315.0
ant-ivy,b62c3ff93e214fc7487f9bf5d56bb94c5e86c177,1269979173.0
ant-ivy,12f7e823997bbc9c13fee3942cbee3efbbd34c96,1269296044.0
ant-ivy,1662de3263f7c947e83058681c34002f1215b99d,1269293091.0
ant-ivy,32755c5deff7c1076ac9f12e6a5b5172089ee109,1268947502.0
ant-ivy,27671a8bcd25de274c664aabfff6778ebc29af52,1268607120.0
ant-ivy,9221fca35c924f51d9697464da09132d04218579,1267228354.0
ant-ivy,d266b61eeb83d35b7ef3527b6e491be68a7fc4b1,1267227786.0
ant-ivy,c66246c26429180e6a1d1a92499b8d2b637790a5,1266878274.0
ant-ivy,c819598e9fb2ce0f2e7cdfe26b084f582bbee0c6,1265841280.0
ant-ivy,eac471eefed0baa2546d98a089d185b41199d9db,1265839289.0
ant-ivy,7cf7986513f063bd1a7e6aa67864195eb7630f04,1264342508.0
ant-ivy,fc939bf6838f4bf986e0b42fddee3df6712371a5,1263290956.0
ant-ivy,38c1f13e209bb10b10e7a43a8b98196ab03819c9,1261785254.0
ant-ivy,d56d0309fdc03ccd3d7b05e7c32cb3d3202efab4,1261481318.0
ant-ivy,d800c7e47c66b6b80ed19c7fb2b27d0b8b987b40,1261436820.0
ant-ivy,26c458f09bc858537d02b3749868e8318b167a68,1261167888.0
ant-ivy,47e26f11f0901db6f132a3328b64dfbcc459a7a0,1261003393.0
ant-ivy,520727d31d1094579836e641f8bbcca4095f4921,1261002545.0
ant-ivy,82aa33b5464fae8a107b9c72398aad5853e62f30,1260229058.0
ant-ivy,90d67e1a920ab4ca35191bbee14838f68ac04391,1260228985.0
ant-ivy,2509784fe0def992faf31c95bcb680f749f90cb8,1260228877.0
ant-ivy,4bd9a6362a852d8a066c006ae3bc5a1f517ac82f,1259871023.0
ant-ivy,e2330b08a64f5e91e4f6526c940b1d88586d608e,1259788401.0
ant-ivy,beff2feb9d015b7e34102e378f47eaface5c7023,1259620517.0
ant-ivy,3ac3caed42aafd0b82e33cb172e69339bf9e071f,1258928339.0
ant-ivy,46722e306a029ea5264004f5d2b2784757a2ddc7,1257205749.0
ant-ivy,0d7777b3a9549cf48a7c29bb26f5f8b537897d28,1256507056.0
ant-ivy,31fd31d27c662f225c9d0045f4d34a90b4d9a3e3,1256336524.0
ant-ivy,f853d15e317bba494d3ec81ee4bd0414440a6161,1256335760.0
ant-ivy,05712301fc723113436c12d59aafeda4097105a3,1256323360.0
ant-ivy,4d3836de333498e6efdb11088b984ca28430f1a6,1255779172.0
ant-ivy,759457498f6357d36ca4b50aeb515994385445bb,1255643585.0
ant-ivy,827ac04016981e94ec4f42cc3cabc20592ec4d2f,1254683934.0
ant-ivy,9b5d693d74b3ff5612d468e29534601d0bb9c642,1254518197.0
ant-ivy,312c2518aaaa70bf76ccbe2b719c51e93d46bc50,1254437066.0
ant-ivy,771f3bd0fcdde9bb5b7aa760adfead2d5da7a43c,1254434097.0
ant-ivy,8e1addfc56ff9b554bfb00e28ba359db28c075fe,1254433414.0
ant-ivy,d3ecb70f56f0324b490e7d9dd3189c8369e48946,1254432706.0
ant-ivy,8b57b6e537a9f37b70b769ebd9d6d44130c5c0ad,1254262308.0
ant-ivy,3fef1a85b54dac28bdc63dabc84b27be78021cc4,1253915625.0
ant-ivy,8d340a008767c5d954b7539e825b4c90eb15ab9b,1250590490.0
ant-ivy,5f7d5690a97b2ad95bbe381695638f0c7ca2c4ff,1249594193.0
ant-ivy,f7acab1f6c720cf0588fee9aa5f01f6d3000f6c3,1249282750.0
ant-ivy,8af923c22d837f34834fd50d0b05eba8ed0d1a54,1248905714.0
ant-ivy,c9b1f2d6422803573c73c08d94186eb885feaa15,1246427738.0
ant-ivy,53781f3fd876babfacbda0244b7507df53706c27,1246314830.0
ant-ivy,be37ea80c0d982f82b642ca8681c65add307cdca,1246228869.0
ant-ivy,c585c5a536b769af24bbf68d81075c163504c2bd,1246057282.0
ant-ivy,d1e97bc85338c563f4f732bcf917a08b3cbf4792,1245969760.0
ant-ivy,7bedb79cd6928f2bba9159d9a35d462adb8ae9b9,1245969413.0
ant-ivy,a0f5b1b4394a0a1cd2fd0ed8491d138a1cff1e3b,1245749336.0
ant-ivy,2d5b2326b24fc18ac3fbde0bc01ca1def85e1b29,1245362049.0
ant-ivy,79ee424b36cbc489b3bef05f6231e81d05f0b5e0,1245357079.0
ant-ivy,ebb65f0dc2e7ae6099f40837bf7c78f1e12f97de,1244582878.0
ant-ivy,b0caec70e581053c92e81a15d3f130a089d8471d,1243389887.0
ant-ivy,08cf1d1fb517d9778fed6e1857a2b71df5c368be,1243351024.0
ant-ivy,c9e19e298b4855ac4f94a140083bad67176364e6,1243204229.0
ant-ivy,58a6a3d6da7eade179deb2f547e576b2f6db324a,1240229521.0
ant-ivy,d282711600f0af14ee4b165d886d30eb3090a383,1239918750.0
ant-ivy,be2aa80bc371d600ab2230c545051ea6454577f5,1239830837.0
ant-ivy,4fdee25cb29429dbec0a2523253c059df101465a,1239399334.0
ant-ivy,9b5e9fdd591b6d3d628780c2af0ba428b0d6ef63,1236547972.0
ant-ivy,0642a6f1da5e8e6b9d0d44090eee1ee95de4e19c,1236295061.0
ant-ivy,aae0d3d15f12d70aba17b99647642e1cf539b981,1236202739.0
ant-ivy,40aee3954ff7fbb9db6b367ae63e6b05dfa6199c,1236117388.0
ant-ivy,b29a54de898c427355637e3060083255aadade17,1234528751.0
ant-ivy,aeb410f6c22ccdffe0ec7bde2a1b86e7a2e4d2a2,1234525188.0
ant-ivy,5e5049921c71abccdd04cc4b6d97af8c57f3e631,1234306005.0
ant-ivy,67647ddcf1c42762dd7bc6df83ba951edad1ce93,1234303335.0
ant-ivy,8962bc40f7843e109f679f1cf869338566579b58,1233783065.0
ant-ivy,ac5fc2cacdea64878aa0bb9c0c397d45caff9f63,1233781926.0
ant-ivy,d6c20fefe00288ccaf073fb4eb8acdffe71bc6dd,1233184445.0
ant-ivy,79535f59ac3f38f6d03d307c7ecac1d9bcea9fa7,1232805924.0
ant-ivy,0309c6333348d91761617c81f1ee757480eda7c7,1232794840.0
ant-ivy,d6be67b284ad5c950af2b5008d0124207e92434c,1232003787.0
ant-ivy,db2ccbe53689c54303b6498eb63ad8c7d9c66777,1231968121.0
ant-ivy,22cbde0e563f8578c10993fe79d15024277fe39c,1231799876.0
ant-ivy,db841bca384a29d5b8927ad7e8f550d2d7a22225,1228337445.0
ant-ivy,c412664d0c53b4e7d83fb2604722681a46df15be,1227648711.0
ant-ivy,a48f4888bb5b0a124bd2b997d0405fc59469b18e,1227564467.0
ant-ivy,7972f1ac1b85a5174c9f293ad98abc87edfe42e6,1227479675.0
ant-ivy,cc6ce27331c5495748b4e8f57b113a84f2590fe4,1227216097.0
ant-ivy,e20dc6a9b4c38ca97beea0f2d0d977a863931ad7,1225783168.0
ant-ivy,79e8ea94db5f613b1d0d69bffb45eda968a41f04,1225749055.0
ant-ivy,cc06ae9bf7a1fb6cee46c40d2a6388ac05d3f5d1,1225320682.0
ant-ivy,71ea6c7ca9eef1d592312217d3c523f244b2d4a6,1225319585.0
ant-ivy,1804ef88b289afbef3809c91c44fdc7b97a463f3,1224803770.0
ant-ivy,4e52d16c4cf767f488d4e3265019d1fe03fda4dd,1224623037.0
ant-ivy,fffe2ee6cd3b67aabb36f656f47f09591bc355e2,1224617175.0
ant-ivy,959cb4977a82c3e597282c03a85fc7d9cce69844,1224543263.0
ant-ivy,73c4065d785fd25e363077e735b96b02fa64b810,1224542713.0
ant-ivy,abd0b37f0a553de2b64f3d9379058e7747939228,1224541609.0
ant-ivy,c342635a4694995e4eaca74d8e5eff81a7e5d2e7,1224539235.0
ant-ivy,1a0852ffcd26a6ed2345b82a98107c27a1cd0d2a,1224280513.0
ant-ivy,46597c63e3d1f57c72da9c37e012d14bbaa8824c,1224099240.0
ant-ivy,143f014f4f793ca5537db577636d72a20a3a9943,1224012491.0
ant-ivy,fcff7ed74d0482eb60791adb0b82c2ca00e1de59,1223934146.0
ant-ivy,4708138cb7de377a96fe17288a1daba43d7c8357,1223326953.0
ant-ivy,9c831fa54599e7f4465a09a60e487c4ba4127cfb,1222978799.0
ant-ivy,9f70cf9eae15b96483b9f2daffd7d2b0521d56e9,1222934749.0
ant-ivy,def1380280b9be6d166d3938ea4b0254e9b55dc9,1222897931.0
ant-ivy,cd19bdef4200a0d04edd438dafb07f0b29aa6076,1222896071.0
ant-ivy,86b9dbd0254ac20a450c8b42949020074eb8b60a,1222894857.0
ant-ivy,42d6d4f0a8fd700b6c802ea6c0a1915444e8dd64,1222872618.0
ant-ivy,5fe1d584d0be0dfa750259944fe81d43d8f8e095,1222872099.0
ant-ivy,cd9f86bada5c6016badedb214c0b929ebce90271,1222806855.0
ant-ivy,f3539c7eb312b127122084279002d3fd238c9a17,1222728432.0
ant-ivy,a92e3e29b6d5ce11b16c0a0a6437fc246039b7e4,1222460170.0
ant-ivy,ee3e3655ae6fa240777c5a532100279dec0029db,1222292502.0
ant-ivy,821a3ddf69bdbfdab5aa9f3ba9f99b30ea63dcaf,1222203433.0
ant-ivy,8e5ca50b8b5f47f3fb41fab5db07b9d7805628b3,1222200184.0
ant-ivy,f1c7e5c7c49c0ee8440234194aa6c68a6cff50a6,1221595008.0
ant-ivy,e7ed0e61fcd9a53b1ee451f87d834e28e9ee5106,1221593113.0
ant-ivy,48055baa938695fa302fc8aa51a5a2df24c73fe7,1221470233.0
ant-ivy,c919633331c550f5739c9495cc83411c9269cf3c,1221468897.0
ant-ivy,7376c5f6778693e74a3dc17da01ca3f40ec12e23,1221249525.0
ant-ivy,eadc1e3453c249e30932f0be29dc55088eafd48f,1221085506.0
ant-ivy,951b253fc38c09114d0fe273a3758a15c151a8b4,1220733168.0
ant-ivy,8174a5bbf55171a1add30ebdbf922074cb731b6a,1220508480.0
ant-ivy,6e710a1f78a4a733020a4b2d1f07b6fe4c6684f0,1220386418.0
ant-ivy,b1cfd88a8c23302077bda847f4da7f0b5fc59ec1,1220373196.0
ant-ivy,aaa2583f35f67f2a2c8d3381cad144cc7ba39f3e,1220305955.0
ant-ivy,cf0b494e4d528e9e514aba908d68bdfa1f844cc1,1220271009.0
ant-ivy,32038d1bde6ac8ce2a8583264b5d419d0c32aad3,1220027043.0
ant-ivy,cabcc7ce1d2022e9a248d3733ec7868ff6a84946,1219839072.0
ant-ivy,b92aef4035047ad07f94de9f04b0cca2e3b2bbd3,1219838434.0
ant-ivy,720ad4628dc5cee2f9aa19100a43e915240e24a8,1219774767.0
ant-ivy,3ef6097b710c27b8e8cecee4e336fc998d4a11d6,1219760993.0
ant-ivy,2bc0118ad001a976dc400aea89492d196915dbfa,1219755943.0
ant-ivy,b1249fa0c50a9dcfde2ed296b5d478b0cce614cf,1219749203.0
ant-ivy,945313a13f2c721502f4b71dcfdf2d9f22a3e4b1,1219744769.0
ant-ivy,0dc78bdf31634d91d7de227984ec41f8b097508b,1219702194.0
ant-ivy,b88e17ca8fa4eb7ba86886ed8f2a33875c55b223,1219701416.0
ant-ivy,a8e22c5d18eaccc539f266df5e5a8f4ae52ea1ef,1219675886.0
ant-ivy,810b101e8e7701d21e4fd5b152d6de7fa8d42fe8,1219671088.0
ant-ivy,6d6d34af69292a41f77162ab43984daeee54cac0,1219419138.0
ant-ivy,b506d8f19d8ec4bac1fa869c0885ad4364f4d31b,1219271444.0
ant-ivy,c208ca8d43b0c7fbd2ca517763faeadec8a6b7e3,1218062767.0
ant-ivy,d31db960ee61e50c8ea5067a6cf876b426f0e313,1218015572.0
ant-ivy,c9b273ce69ec731fa1d9c816e0fcb3e790fb7aec,1218013807.0
ant-ivy,e4e4441498c8955a042145b0b2357f3034add226,1217976350.0
ant-ivy,28b71bd41d8724575b6ef239890682a923c2cc86,1217972749.0
ant-ivy,d05d80788f787c91d8a603be70d12a2e5c3847d4,1217872630.0
ant-ivy,2ff246110d5505e052d54a2694784367b3962f7b,1217540471.0
ant-ivy,d1df7c94e8ae961d42ff7c6896561abc0c151af5,1217266392.0
ant-ivy,fa4664b01c786933af3d45457a1cd3330b4a6f94,1217265692.0
ant-ivy,20a69c066288c7469006fdcad0a81f76df15c4cc,1217265658.0
ant-ivy,ef6273f86575d6b28443258f8f37fe4375ccaf2b,1217263159.0
ant-ivy,246091e9b84f897ddab6e6f548009401d3e0d5ea,1216850808.0
ant-ivy,1f3f87a67c62b36849c18f367c3f44a1d19ee26a,1216673802.0
ant-ivy,2667a06a316361a0d1bed94a84e18a8920978626,1216548720.0
ant-ivy,71ddda217815019e3d29b8458e9a1a05da3eee55,1215617403.0
ant-ivy,e5cfc6c9de6fc00e8468e06946120d72251c8f99,1215613879.0
ant-ivy,f94ef5f669830850e7b668ae150a436276fa33ee,1215613402.0
ant-ivy,4f0e9a0acb4a7f647a513bff0fff11b85ec2109b,1215589523.0
ant-ivy,33e453a0dcb89751280d6008a960103be5e965db,1215170172.0
ant-ivy,5a8ac6281ab6ef236a8742059aae81cfda0c87be,1215168831.0
ant-ivy,ae6d4c23378e2c2ebf9d72a88278a7e91d1be88a,1215156812.0
ant-ivy,0a870c960df47811493019f64a628493147aa73a,1215156337.0
ant-ivy,11ede92016b75aee50649de6004a2d9a4f46401b,1214412370.0
ant-ivy,48eb7804340aa33c935c665b1f66f49cf7c350bd,1214410267.0
ant-ivy,8bbf8370c328e75d8e926fea9a114178a708db28,1214406991.0
ant-ivy,a08090fced6c930a3b532b5440b14ec8602a8f98,1214400363.0
ant-ivy,484e1ee3f2d162a86b79bb66f7052bb3da2dee1a,1214396725.0
ant-ivy,8d0169c42e5204444fd102e63750013f537c03b4,1214276374.0
ant-ivy,b7a091ad6cdf09a0b007e5fe2c02d811b6d70428,1213391482.0
ant-ivy,51d967fddb09497e0677b835140c32caf9be1dd4,1213309059.0
ant-ivy,29593eb5aecc62d44363578db440336931520ab9,1213289678.0
ant-ivy,7ab2d5be0b4abda6971f50d2002c3c615c770b29,1213266687.0
ant-ivy,1ca42dd87c8af6964d4e4de47657f0dadf0c0356,1213265806.0
