project,commit_id,label_oracle
ant-ivy,b88fccc2cf378de00e30de290d880fec0bc4bed5,1
ant-ivy,96f209996564b229c6539def0c5302a8b357c199,1
ant-ivy,34b5384c872435856d67da17a85b9480537b80f4,1
ant-ivy,2e6870ab9ae5fa2e84dd8ea1167ad0e18c0c0196,1
ant-ivy,f45aa167dd803b746d8d1522c45c8a957b420654,1
ant-ivy,07ef9359ee489d1505c030f9e101167555979c7e,1
ant-ivy,e2fdd8576922f7784e2809e8b2b3724ffb157f91,1
ant-ivy,7a13c2a539dff8db7ff32e88ff4a17b158e17083,1
ant-ivy,5ee76142f917e45e551e979cd77fde63ae7f2e78,1
ant-ivy,893234abb5c8b007e04e291add6691cc7224217c,1
ant-ivy,e02041fba5531f64c5c899bd39445087e25d12d4,1
ant-ivy,f5631f982122ffaceffaf623e5ae2f6883a16139,1
ant-ivy,05fb514be9793184c312f0d095847ffc46ead21e,1
ant-ivy,f9190252b27cbf5700c1c35071dd980771614feb,1
ant-ivy,89574baa05c3fde6bcda2ffb6b5dfeba080db0c6,1
ant-ivy,d178b1bb3bc188b2fd450794763e7f710ae9e046,1
ant-ivy,1a432cc1d5b32a7de405f696b4a12d8240943047,1
ant-ivy,fc856fc14402b8eaa975691b1a09ccf42770f178,1
ant-ivy,7f4694ac707251bb597861695671eab568a91e92,1
ant-ivy,129c19711e8f4f9603fcf28496f3ef3a95926415,1
ant-ivy,b31f9f02a0495e6795ca9afc055e255905237fd4,1
ant-ivy,1b5578ac663ce35ce962dcb5e6e53559a509aa97,1
ant-ivy,1a89989477047546285718922b74d1c821e7d153,1
ant-ivy,72c729f18ec52dc616c3e8b6d43297f8aec11b8f,1
ant-ivy,fe14202c5e097155c6697a3a7c59f9478788fab6,1
ant-ivy,a318a7450aaeae60ee6ce096a0a93ed8bc3915f8,1
ant-ivy,19825f2c1f4dfa65601e56f866b865f9f064ef62,1
ant-ivy,3223ba8bfe07fde7f38fdc51cc31a158e2081737,1
ant-ivy,2a340a4466e6d20c67e35bab3ea4fac22b18c407,1
ant-ivy,ca5507ff5bb1c7dc15cf79a88b18d84d042d328c,1
ant-ivy,4cd16b8ca283bc52e4034f5b3de2c366d5c14be9,1
ant-ivy,a50afa7558fcf95d7230b4683ed13fc8b0116bd3,1
ant-ivy,88ab8663ce8115ed4efb4d50b7c46103ac4a81d4,1
ant-ivy,cd26064d95b4626d742bbaf93c3ee25d31fa45ba,1
ant-ivy,20c5ddaded1a96988dfefad58c6ffe301341849e,1
ant-ivy,ac706640c881690f44036ce88f918733a0aa322a,1
ant-ivy,c6c281d4ed4df309517194b3a056de6e369f53d5,1
ant-ivy,b45fcc7aa6d35d3776a20a69e7c625cd75b0d6bf,1
ant-ivy,0ce140c892ffdaddc8ef18bc6efd7891972b71a9,1
ant-ivy,de4c40a91b9e7a7a46ddd1e78b8a5e55dc9ca698,1
ant-ivy,e897dfdb439f1e783c03328d586dcfb8dc9196d1,1
ant-ivy,b49a38bb553411971e7d1da0076d088486449146,1
ant-ivy,3c5ac7372cd6039381ecdaff62176d371bb3582e,1
ant-ivy,6e296338166752c5af6d65fe91429e3c2d9f9bac,1
ant-ivy,563e233cf21fe5fe47c77ed2b52052cfc32a8487,1
ant-ivy,f3f56d4f8fcae17bbf5090f296fb378b8b2f5485,1
ant-ivy,fb435f6e69c5120502fc1571cc1fa7f1de92cbc8,1
ant-ivy,b22245181c10ec3c01e8e2c8a3d86065d0b175d5,1
ant-ivy,a9e202f2df643f315dc985f73527cf813ae19573,1
ant-ivy,2e053b28dc1c57c2d90a84253590d676e8d68fd3,1
ant-ivy,3fbea5f3029679cc0ace527a022681db6bad9911,1
ant-ivy,24f7524858704327230c6348fcd1ec99b8e59d3b,1
ant-ivy,61ae53eee02ae1b0dce544093dd9311d4040254f,1
ant-ivy,5d223336597733a002d6a7a0aa423ebbed320fe3,1
ant-ivy,283f77d29ab46c5ae47d312455641a0317c58f58,1
ant-ivy,920ec78167016b5699ba847ede5cd7616cad8ff5,1
ant-ivy,befe5e408a220c5003f6d87e8f720bfed12cc4ac,1
ant-ivy,60de0bd20f86180330bda4e1bd26858bd15235c8,1
ant-ivy,6512f9b1112d3bea5b261d2932b6aa0193eff7af,1
ant-ivy,d282731d517899d07734860949b69cde7a04bc0c,1
ant-ivy,987f6bb4fe33006ddac106499081149f38f07063,1
ant-ivy,a80a7397c82a1960a6fe9b573dd7081d02faef2f,1
ant-ivy,8563862bc4c88da459807b50fdd6971b9b3642d5,1
ant-ivy,5bd85a69dd09559cf7854e38be55eb405ca991e8,1
ant-ivy,37389939980e8f9d3bf96d55d81c33b55f47f670,1
ant-ivy,129eab54b45ee9a01ea6620ca1d1243d441ae064,1
ant-ivy,da7350551914ccbc9c1c652f979faf9a48d6012a,1
ant-ivy,001e2caa07a1dbfd92fbf86a26f30aaef23be5f5,1
ant-ivy,06151bfd4b77eefa1c8630d6db8fab207ff40ce9,1
ant-ivy,2d240df3638d74df7cde9f99eb724bd043f1989a,1
ant-ivy,eb3241e4ddbdafd9687c3b81e8886245c4642286,1
ant-ivy,25987cad1d8be02b4b321ce06b23ffdf36cf2f5a,1
ant-ivy,526733c8183f5c94990066f5c0c3cde984a910fa,1
ant-ivy,702cb06790f593e854dde32d55e3c9adf2f02c0a,1
ant-ivy,91773162bb9c8153d343d7b07b3aef0509319416,1
ant-ivy,9f7f0a4a5224b61ad5188f1f99ad7329684f185e,1
ant-ivy,ab2869b09638baa067ac8f65f8d6fc6b81555830,1
ant-ivy,823b5942eb1c91d3be88ec28ad4191fcbdc85d99,1
ant-ivy,351512675a47eba530d93e62b34e66822fbfac7e,1
ant-ivy,2a617e6572d47292f26de86cf1ec0b4cc877e50b,1
ant-ivy,87bc48ed7769bf2462eec56ed1af4ab856d35e34,1
ant-ivy,3b44582c286ee5d7bac3e74601f31ddfbbd8ac9a,1
ant-ivy,0affb8216dd3a4fab9815f4d8cb5e48165c7401f,1
ant-ivy,f86bb7973bc9be1c6bc481d5adf28c62200db633,1
ant-ivy,b64b470e4afd1816a2c21af8262504cc1b668d6f,0
ant-ivy,138a20ef063fa3e2b97074f599124d2fcc94545d,0
ant-ivy,17342e87465c92c70b1eee60a14a8398721e27c1,0
ant-ivy,6847003b33374f0f02c969aa123376734531b513,0
ant-ivy,1ab4b852f31d3dd13bb8c690c9531d13a5a8701a,0
ant-ivy,4884c7e4be5ed2705c51418c92760e1367581571,0
ant-ivy,cf3a2221de17ac656106a09792224659f0d7f7b3,0
ant-ivy,f5a532d6065e55a1c1082579baa64c786971219d,0
ant-ivy,8c02470fb08b4dfec9e98b29f64e844e1452e305,0
ant-ivy,46264b4d633ec1266c36516524cd248111d4eb6b,0
ant-ivy,3c151782aeb14c8cd05ecb39ac55ce88ac0a85e8,0
ant-ivy,fb360bfce88ffff4de4b4d908eed279f0a7f7a44,0
ant-ivy,c08c2aa005f8b10ab31954dac3efdff88e07f0b5,0
ant-ivy,1a3a2d84a800ee298765cc6aab4acfba7f4a36a2,0
ant-ivy,4471aa88145d8d351c607bebf31a152db3af51e2,0
ant-ivy,8effae1bca0482a355d948d9a3c7643295c8c625,0
ant-ivy,a3a852c66ebcec368a5c1c25275838c2fdaa89d8,0
ant-ivy,e30bbf4a37609972d7878491940e00c0bc13541f,0
ant-ivy,b1cdd7e326a8913c7ce77d0d0ed40f89e08464aa,0
ant-ivy,f6d6ab000b0ed64eaaae9a71f211fbe5ef3380c7,0
ant-ivy,ae5029fff87d0e1686102d882e3dc7534f4af131,0
ant-ivy,2c16b2578a31f70293f485d38a1c54fdd65d8d74,0
ant-ivy,3876f7e3856a4efd5b7e9d8c89880041ea981260,0
ant-ivy,c505daec48318672514a75402362a509e4d973f5,0
ant-ivy,be5b88f6d7f6419b27acc56f365557f9b0edef1b,0
ant-ivy,b1c99fd3e2513072c31c4f3e6a74ec6457f6f48e,0
ant-ivy,18727305d2a71c9723f583e368229cba0ad8a09a,0
ant-ivy,65c0bcdd0672a0c82f431bd7d64f8c4dc232a236,0
ant-ivy,373f6e1c205d10554531e2b8b4daec838b8048a3,0
ant-ivy,8f17a71756f296209c9d5fc2401eb44b52f67081,0
ant-ivy,695d0db4c50aada249d7d6d3e6befa52446c4730,0
ant-ivy,d81884686a86abdaaa25c5e6b0ebd8d5281a8109,0
ant-ivy,e322b36109170fea52f6128753d61638771d0705,0
ant-ivy,32154c0466bcc525bbffd5dd87a73ec21128e8b7,0
ant-ivy,3d5cec1c8711244183b0e1825071f4c709d6dd48,0
ant-ivy,d63734290b8384bbd22f47df353db966bb84bb6a,0
ant-ivy,7900db0c332af6eeb1cd483a510ef4aede8c8e52,0
ant-ivy,0baeb295fe673c3dad3d50038f0250d670ee7540,0
ant-ivy,c370a753fc0de5b31935e87e98e91f256885bfed,0
ant-ivy,e6cc34067010250732838d1fecafe1976bdde605,0
ant-ivy,61fc51338ed2ff97c0d3e3a05a67244338609100,0
ant-ivy,a8a9ad112f16d3a9fc7a25eb1bfe5c530f619dd4,0
ant-ivy,782e1d388f47e2afafc891d3425823a750ad00a0,0
ant-ivy,420b0a7d2e3b5310d778ede50190d4f1766f0f27,0
ant-ivy,63d9294a7a699ad131064b04540ccfa8017861c9,0
ant-ivy,4ebc515b84f6247278e74b6bea30048b146c769f,0
ant-ivy,ecd6d97cc6608a4577a5a84056d3b63970b7d015,0
ant-ivy,9cd7fa373a799b91a940a41638a37f26a8ee5d71,0
ant-ivy,16ef8e71fc764f643e76e4f32554dbb220e66894,0
ant-ivy,b8e042f4cd556766f14ea8b8f2a40d021c76b6e7,0
ant-ivy,72b0e0dc4b9d3ebdf169a1d74ae2fd75de959aee,0
ant-ivy,adbd2b1f52111866601db42d85b7d3569839056a,0
ant-ivy,f65fa87c6d4455c98f1f984f21fc9879185095cd,0
ant-ivy,6e294e9096445b314e446cd37f1b1ef8acd65ac8,0
ant-ivy,0f08bd630209714e8264ecbdb2e1ec2f37e55cfe,0
ant-ivy,3e1fe6ac33bc0d98a8bb9dabb02bcf4ce46ea52f,0
ant-ivy,cc87a94db51e82db8e58f205bb944e3fedc5a332,0
ant-ivy,8c1397108997eb4a1fc51c1fdb67f1543172825f,0
ant-ivy,4857531fe0f4cd2435d1aa61661e56066d8689c8,0
ant-ivy,0b5ba610445af6ac4e7570fd6da475874ce4db01,0
ant-ivy,3696b20b031e4119f67497c24039957771bb73db,0
ant-ivy,028572d7f2589bf3d968cbd86044cb27541e50af,0
ant-ivy,5f1ed4448c0617efde6616dd970bcae8fbf4f3fb,0
ant-ivy,866ec93bfd5f6331c95c66e19178c9ffc1441ee2,0
ant-ivy,bd4aa2daab9679328b05a2de021c3a3045a9d04a,0
ant-ivy,99fab573d73b53afa6e922ce7cfe22364ea4b4b6,0
ant-ivy,2ca7bf8910ea99d107629321f1d04c092a159da7,0
ant-ivy,f49d12bb94679636b5eab7a59f4d86e099f2d771,0
ant-ivy,caa9a8ed4fcd65526bd8100afee329eaabd4d56b,0
ant-ivy,c2ec508538ae4b7e2ebf0565714ec378f4e696ff,0
ant-ivy,6b548f45616d29524c92d6edbdbdb86063cb1ca9,0
ant-ivy,ee2d73f98aea860938db48c97592223e3d09aa69,0
ant-ivy,63b2ea841abd0069145443e5b140148960227b6e,0
ant-ivy,20bbb9abb1e82a88da51a474659b05bdbe9c6263,0
ant-ivy,3f4d0cc979f15fe649bf2bce4b8a22145a6818ab,0
ant-ivy,a7ebb95244a762ce5dcddc162d33efcdbc580bf7,0
ant-ivy,cdd27631230a1e1bd7c75c56fe12a07f9a62e666,0
ant-ivy,c599ff62c94ac03bd4254cc68bc78b10b9b74468,0
ant-ivy,907598b1d730b815881a3dd9c42e139d6a169853,0
ant-ivy,0f420bdb85f6087604fb9357f78f4e390bd6805e,0
ant-ivy,1021856efb2eebb2ed481cd5fc61c84ccf9174c5,0
ant-ivy,5194ae256df71111e9c6ddfd1adb791581689151,0
ant-ivy,f1b354bdcf06a8c54c7b3a3e4f64ec463f937f52,0
ant-ivy,6be514eef69a68234055a2e28a59c0b89e7dfd26,0
ant-ivy,ce55a5042e9e2413a8e4b8824cfad738e4f574c2,0
ant-ivy,25c840bae844fc8b84651f93d65c6370a1978554,0
ant-ivy,90e9ac4c33c3e883a42ce7c66441019dc1f8addb,0
ant-ivy,c411b8d63457c9df7604507b95b89c338ed8b771,0
ant-ivy,79761e2429d7bd87866f0bc3ab851c4ec321f516,0
ant-ivy,26aacea29a579e36bc588d29e2a6b1dc58833c4e,0
ant-ivy,eac774818b71f202324744169f34b79f604bdc66,0
ant-ivy,b82cfff39e1efc7a6a0902829d094a74557de81a,0
ant-ivy,c691d30346dd04d5b2df6889879f4cd10ac130e4,0
ant-ivy,0afd8aa1300f53420028843540bece475549bfa7,0
ant-ivy,ec2825f61bb5cc9a4cc071dcedb51a418f03440d,0
ant-ivy,922b1899b2db60e75b4d184cc4699e0f84a5037c,0
ant-ivy,0c86ae41e9bd3f77f1009d5f50f92a3a3973fcf8,0
ant-ivy,4acc64dedf0a1edca2b023e7413689be8f3ec6dd,0
ant-ivy,a4d1940ebccda231cd3a33a4b5f6e7023111706b,0
ant-ivy,b172846c2918801244e0e4cebc6533e93573fd7b,0
ant-ivy,3091e264b01f1ddc4f37df1691ff0041d20c64f6,0
ant-ivy,ee81f287f62bb760674f562ee71e3b326f4a37fe,0
ant-ivy,7b9eb39f76fb28efeb07ad9432a28de1e0f36d35,0
ant-ivy,aff4b29c1e63fc3d7d272bc5f60359e45b87b065,0
ant-ivy,a4d0b2300971d6747c16414b08ed18ecbda74ac1,0
ant-ivy,b6bd89ef5f894d9b8e6449de873f633b8eab8f8e,0
ant-ivy,5ef64e17baff7cbcceac09dc31570553ad355efb,0
ant-ivy,f36652ed2d215164537b9652ad7c2d57143bd307,0
ant-ivy,b3c84fc0db4ee99623e783e43bc65112b173b426,0
ant-ivy,df1bfac0074a889b22534ead35544f149577c7d9,0
ant-ivy,1e26fb30bdf61675a7b631ff49b95bffb989a15e,0
ant-ivy,3ec1bc1210fc98e80c1ed4d7a860319218a6cd44,0
ant-ivy,20751b7500fcca3411a24ee3b15929865c463d4f,0
ant-ivy,61429735f7dcda5c3583355bdce5c88ffd6e87ef,0
ant-ivy,d0780c5be0609451dc9a4037e106d1f015ddca36,0
ant-ivy,fb780d991df44652c7b6474e278d89298098999e,0
ant-ivy,d5469c988b537b2eb37fb39673eff5f1082c87a6,0
ant-ivy,2c1e4e98c0434089fa1666e692bd4a0e0a571a69,0
ant-ivy,ed940129bfd032da86bd2fdc75e2205ba457a2eb,0
ant-ivy,01370a33382912a16ad51187fac6df52679ef957,0
ant-ivy,0cf80c4fa699a73bc57ab99dcd843c8c7676e1f7,0
ant-ivy,76b3e400a9328a7cc07c38bf71900a9a529b772a,0
ant-ivy,bb57df351349f8924e11af845ba9aa5325a84778,0
ant-ivy,cf4243dd1694fb13dd220dc5d9d48c189556a51d,0
ant-ivy,d297eaef94117930751130fac9adec934a10023e,0
ant-ivy,0e7eb17fe72237e6e264d21d4d955a7843ea1d2b,0
ant-ivy,040dbc4146523418709027a4b9b286c6586b48dc,0
ant-ivy,9ab9779e58abf2a4b12b550a207d5e9280847c27,0
ant-ivy,b85547ff72a761e227c6bf4061fb700585309144,0
ant-ivy,bac3cb85648bd0d286a3b34db4ac89babe248a08,0
ant-ivy,a1304dc84484f467c25edb6c081e72bf8aae004a,0
ant-ivy,bf63299d71d3ae3e1b5a1c426370bea19cc1b554,0
ant-ivy,dffb5a2e3989ba06092e578976839932012c639b,0
ant-ivy,493f1361a1ea48f065b24624ad5c06b1d8e8304e,0
ant-ivy,0be5b4053f6200e73ab9bbca7819524867dcc462,0
ant-ivy,cbffbc5882e012c707fbca5847eb8ed6854dd607,0
ant-ivy,996b0e36c9fb1f2f1127bd041cd49cce297b543a,0
ant-ivy,55f1ee2a6d93b99e9420761bf6d7347822de2529,0
ant-ivy,f799f4e7f1ab499e3fc31cf14e00ff87989a4b0c,0
ant-ivy,c1051ba642362bcbe4cfea8df0997078f2ecf9be,0
ant-ivy,1e19908591da85e378e26b0a99d07406cd878ee1,0
ant-ivy,ff3804849e0badfe6fee032f39dacb577be94c22,0
ant-ivy,f6c21431b06e1c03b4cd9b440ca471c84992a992,0
ant-ivy,c1b925f1fae99f9fda7e09449b9726fbac99aaa3,0
ant-ivy,c2e70d2654fcdb0ee59cf3da5508342be3583e59,0
ant-ivy,7cb328da7dfa751bcaa99dfecafe5933fb53d4be,0
ant-ivy,64c1a69c4d5ae173e1743a96ddc2f0f42a130302,0
ant-ivy,d55ed9283104db6e145dfce0970dd6d5f2a91806,0
ant-ivy,0727e771b8a6669223fc7e1d5af8722eccf2f733,0
ant-ivy,515ce0a9394dfbb03d78080cdfdb0ba0d3b912fb,0
ant-ivy,78da629cb4e52f9cf5541c0a23020fdad755f369,0
ant-ivy,4aa07355b0fb7bca5e71c48de08a5aff0e7e748f,0
ant-ivy,fc65d5675440650bfcaf877a9a56769f0007b07b,0
ant-ivy,ea24e26fb7adbaae8cf668845946f25562386f69,0
ant-ivy,297b84d56d93931833f8448cfef127db24b0266e,0
ant-ivy,66e597b4b19e9bf55e2caf2b1ded420fc39d830e,0
ant-ivy,ba93f9a3db44fda15e4afa536701563dc4e67004,0
ant-ivy,f3fbd8d68cebc487dc62e8f197440ecb2844124a,0
ant-ivy,e1f1aac436232d395fe8dc6444259c49fa585b55,0
ant-ivy,243defb4c96d911683bc5a2c2b1e630770d49121,0
ant-ivy,5cd427db2b57d4ffebebf2ee38d00ab34b29f7ce,0
ant-ivy,ce7e757a896bf19f3f01abb3cedb5ea3f4bcc164,0
ant-ivy,2f100bd05315d55124d957b8a5be0ad2dea8be93,0
ant-ivy,d27c3f00bcca211f03152f4933f710563b75b821,0
ant-ivy,a3e686853e05c4212ac6450098c80d5cd878cd21,0
ant-ivy,673a360b523102e731f3d2988ad1218d04a62053,0
ant-ivy,c09495c03b26403314e8fb4778e7e1772ef1c912,0
ant-ivy,f22f804a84591007c24ad8ad2c704f056f26e21b,0
ant-ivy,cebe909c52c8f066eea2829485a2d01502db47ec,0
ant-ivy,b8452659326f62f3f7c561d7f62f3d5e999d3cf9,0
ant-ivy,0d07eac1699dfa39048a0edb66e11308669a9961,0
ant-ivy,e0c1bc856a41eaf712209facb3bdf84d45ef40b8,0
ant-ivy,803404519746c79b9fd0d832d45781050eb92367,0
ant-ivy,776e904353e1d1117a36259cd9f66510aefb8d68,0
ant-ivy,dc16d305660b9575193c4be364c8c161595fd116,0
ant-ivy,0fa60bf7fb4b8ad0e341f51c7e9139c37bfd0725,0
ant-ivy,044f73ee5ea8b599c584bd8f8ed81fc0e01bb266,0
ant-ivy,12380a15292a261531f37a8a160182d00c537eaf,0
ant-ivy,eb8aae3dbe71f1907fc427a3737aebccca6b41e3,0
ant-ivy,9e9c6ad159df5e412d6eb4eb7fb1c15dafebff98,0
ant-ivy,ad4cf65e47722f2976cad37c7d899748beccaf42,0
ant-ivy,69f863cf03aee251169175443958d1485ac7c683,0
ant-ivy,e4533e75f30b457ee54c2cac2293487e4f765fed,0
ant-ivy,b8ddb3e9322c60ba0495c498f4b05bf0caabdabf,0
ant-ivy,44d305d96488d46ad8a81d0bef9b85d620dec1c3,0
ant-ivy,63bcb21bd5fa7771d0bd41237e6e0079dc771f36,0
ant-ivy,5660039054c872f9e22573bec51ccc7d87f85d6f,0
ant-ivy,849ca1daf5624c057cd114683a3bf38e7117a680,0
ant-ivy,d46a68f6940ebac2c35685398ebe702d34f044f1,0
