project,commit_id,author_ts,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,label_oracle,label_BSZZ,label_AGSZZ,label_MASZZ,label_LSZZ,label_RSZZ,label_RASZZ,fix_ts_AGSZZ,fix_ts_BSZZ,fix_ts_LSZZ,fix_ts_MASZZ,fix_ts_RASZZ,fix_ts_RSZZ,fix_ts
ant-ivy,3c151782aeb14c8cd05ecb39ac55ce88ac0a85e8,1120757606.0,1,2,4,1.236842580043938,264,82,580.0,0,1,4.363194444444445,14,19.0,18.384284085361656,16.0,0,1,1,1,0,0,1,1175238066.0,1125341995.0,,1175238066.0,1175238066.0,,1125341995.0
ant-ivy,6d4681a7bb4f95d4f2894a3be11a1df333acbeeb,1120836422.0,1,3,10,3.0256749023076224,182,16,301.1,0,1,7.03973148148148,16,20.0,19.337420636326684,17.0,1,1,1,1,1,0,1,1135590273.0,1135590273.0,1135590273.0,1135590273.0,1135590273.0,,1135590273.0
ant-ivy,fb360bfce88ffff4de4b4d908eed279f0a7f7a44,1121150694.0,1,1,1,0.0,34,0,227.0,0,1,12.456921296296295,3,21.0,20.14292217153684,18.0,0,1,1,1,1,1,1,1139830273.0,1139830273.0,1139830273.0,1139830273.0,1139830273.0,1139830273.0,1139830273.0
ant-ivy,c08c2aa005f8b10ab31954dac3efdff88e07f0b5,1121406291.0,2,2,2,0.3712323266408756,28,0,84.0,0,1,14.384097222222222,1,22.0,20.97942041584572,14.5,0,0,0,0,0,0,0,,,,,,,
ant-ivy,1a3a2d84a800ee298765cc6aab4acfba7f4a36a2,1121952284.0,2,2,2,1.0,17,1,904.0,1,1,13.386354166666669,8,23.0,21.62147501077088,15.5,0,0,0,0,0,0,0,,,,,,,
ant-ivy,4471aa88145d8d351c607bebf31a152db3af51e2,1124296142.0,1,1,1,0.0,3,0,154.0,1,1,62.21554398148148,1,24.0,21.13955217332796,21.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,8effae1bca0482a355d948d9a3c7643295c8c625,1124298096.0,1,1,1,0.0,1,1,590.0,0,1,40.97789351851852,6,25.0,22.1383358317449,22.0,0,0,1,1,0,0,1,1190930410.0,,,1196883982.0,1190930410.0,,1190930410.0
ant-ivy,a3a852c66ebcec368a5c1c25275838c2fdaa89d8,1124299828.0,1,1,1,0.0,4,0,123.0,0,1,62.25820601851852,1,26.0,23.137202876042924,23.0,0,1,1,1,0,0,1,1157558959.0,1157558959.0,,1157558959.0,1157558959.0,,1157558959.0
ant-ivy,16975fbcef02d82bdf38bf414147e6f7f31aa0d2,1124300409.0,1,1,2,0.4394969869215134,28,5,135.0,0,1,62.26493055555556,2,27.0,24.13680442751036,24.0,1,1,1,1,1,1,1,1128355391.0,1128355391.0,1128355391.0,1128355391.0,1128355391.0,1128355391.0,1128355391.0
ant-ivy,e30bbf4a37609972d7878491940e00c0bc13541f,1124300767.0,1,1,1,0.0,5,2,274.0,1,1,62.26907407407408,1,28.0,25.136547566480843,25.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,09fd49b7d8e1a14c6d2741a1bdfa4f2b3089e199,1124301380.0,1,1,7,2.786887274074416,41,14,166.0,0,1,55.89770833333333,11,29.0,26.136088320279125,26.0,1,1,1,1,0,1,1,1135590273.0,1135590273.0,,1135590273.0,1135590273.0,1135590273.0,1135590273.0
ant-ivy,b1cdd7e326a8913c7ce77d0d0ed40f89e08464aa,1124302269.0,1,1,1,0.0,1,1,85.0,1,1,62.286458333333336,1,30.0,27.13539414046369,27.0,0,1,1,1,0,0,1,1168082409.0,1168082409.0,,1168082409.0,1199468448.0,,1168082409.0
ant-ivy,f6d6ab000b0ed64eaaae9a71f211fbe5ef3380c7,1124815623.0,2,2,2,0.8409805336163159,178,0,0.0,0,1,0.0,0,31.0,27.72438637513361,20.0,0,1,1,1,1,1,1,1124966034.0,1124966034.0,1124966034.0,1124966034.0,1124966034.0,1124966034.0,1124966034.0
ant-ivy,ae5029fff87d0e1686102d882e3dc7534f4af131,1124966034.0,1,1,1,0.0,2,2,48.0,1,1,1.7408680555555556,1,32.0,28.601488426062232,13.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,2c16b2578a31f70293f485d38a1c54fdd65d8d74,1124972115.0,1,1,1,0.0,28,8,130.0,0,1,1.81125,1,33.0,29.59634916475792,29.0,0,1,0,0,0,0,0,,1168623165.0,,,,,1168623165.0
ant-ivy,cda2b6c376fb8a0e0e0de28abe58d11e091a0a90,1124998048.0,1,1,1,0.0,9,3,127.0,1,1,8.08125,2,34.0,30.57363074231882,30.0,1,1,1,1,0,0,1,1157558959.0,1157558959.0,,1157558959.0,1157558959.0,,1157558959.0
ant-ivy,3876f7e3856a4efd5b7e9d8c89880041ea981260,1124998093.0,1,1,1,0.0,2,2,1609.0,0,1,48.16748842592592,9,35.0,31.57358992289349,31.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,c505daec48318672514a75402362a509e4d973f5,1124998211.0,1,6,9,3.0671443299614127,351,0,0.0,0,1,0.0,0,36.0,32.57347914405129,32.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,be5b88f6d7f6419b27acc56f365557f9b0edef1b,1125334725.0,2,2,2,0.9321115676166748,45,1,99.0,0,1,4.232065972222222,4,37.0,33.25004974356437,23.5,0,0,1,1,0,0,1,1208805709.0,,,1208805709.0,1208805709.0,,1208805709.0
ant-ivy,b1c99fd3e2513072c31c4f3e6a74ec6457f6f48e,1125341995.0,2,5,6,1.83355324184662,123,18,370.6666666666667,1,1,53.631720679012346,21,38.0,34.24290101464989,24.5,0,1,1,1,1,1,1,1125501595.0,1125501595.0,1125501595.0,1125501595.0,1125501595.0,1125501595.0,1125501595.0
ant-ivy,18727305d2a71c9723f583e368229cba0ad8a09a,1125501595.0,2,2,2,0.9509560484549724,22,5,176.5,1,1,1.8472222222222223,6,39.0,35.0816798946518,25.5,0,0,1,1,0,0,1,1512468741.0,,,1512468741.0,1512468741.0,,1512468741.0
ant-ivy,65c0bcdd0672a0c82f431bd7d64f8c4dc232a236,1126632738.0,2,2,2,0.9798687566511528,34,98,832.5,1,1,52.099317129629625,12,40.0,34.945554103983575,26.5,0,0,0,0,0,0,0,,,,,,,
ant-ivy,373f6e1c205d10554531e2b8b4daec838b8048a3,1126632821.0,1,1,1,0.0,130,0,0.0,1,1,0.0,0,41.0,35.94547074398611,37.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,8f17a71756f296209c9d5fc2401eb44b52f67081,1127321762.0,2,2,3,1.409759066803726,98,14,63.333333333333336,0,1,5.316222993827161,3,42.0,36.245295367766985,28.0,0,0,0,1,0,0,1,,,,1512468741.0,1219755943.0,,1219755943.0
ant-ivy,695d0db4c50aada249d7d6d3e6befa52446c4730,1127322264.0,1,1,1,0.0,8,4,819.0,0,1,62.15254629629629,6,43.0,37.24477898942471,19.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,d81884686a86abdaaa25c5e6b0ebd8d5281a8109,1127328685.0,1,1,1,0.0,1,1,34.0,0,1,76.08450231481481,1,44.0,38.23797178095756,39.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,e322b36109170fea52f6128753d61638771d0705,1127975598.0,2,3,3,0.907325137928082,37,32,828.0,0,1,17.246130401234566,23,45.0,38.54431915591223,30.0,0,1,1,1,0,1,1,1135587448.0,1135587448.0,,1135587448.0,1135587448.0,1135587448.0,1135587448.0
ant-ivy,9c621e90fe8691d5632d2065a732e67033a4004e,1128088501.0,2,2,3,0.3600448460449501,178,1,1124.6666666666667,1,1,24.544841820987656,25,46.0,39.42221247670408,31.0,1,1,0,0,0,0,0,,1128091913.0,,,,,1128091913.0
ant-ivy,a2957640c363e2138970cf95bce17329f4c9d919,1128091913.0,2,2,5,1.7467351910617617,123,42,785.4,1,1,30.02911111111111,31,47.0,40.41842596696496,32.0,1,1,1,1,1,1,1,1136296260.0,1136296260.0,1136296260.0,1136296260.0,1136296260.0,1136296260.0,1136296260.0
ant-ivy,32154c0466bcc525bbffd5dd87a73ec21128e8b7,1128095659.0,2,2,2,0.6500224216483541,24,0,1278.5,1,1,0.0433564814814814,25,48.0,41.41415084822518,33.0,0,0,1,1,0,0,1,1345575301.0,,,1345575301.0,1205878384.0,,1205878384.0
ant-ivy,3d5cec1c8711244183b0e1825071f4c709d6dd48,1128355391.0,1,1,1,0.0,1,3,148.0,1,1,46.93266203703703,2,49.0,42.111715000640594,44.0,0,1,1,1,0,1,0,1135592324.0,1135592324.0,,1135592324.0,,1135592324.0,1135592324.0
ant-ivy,d63734290b8384bbd22f47df353db966bb84bb6a,1128356502.0,2,2,2,0.9709505944546686,39,6,98.0,1,1,80.44225694444444,3,50.0,43.110395439208354,34.5,0,0,1,1,0,0,1,1245362049.0,,,1245362049.0,1495778635.0,,1245362049.0
ant-ivy,7900db0c332af6eeb1cd483a510ef4aede8c8e52,1128425222.0,2,9,14,2.636650188741437,139,32,233.6428571428572,0,1,91.05308283730156,34,51.0,44.02675861164708,35.5,0,1,1,1,1,1,1,1157045952.0,1157045952.0,1157045952.0,1157045952.0,1157045952.0,1157045952.0,1157045952.0
ant-ivy,0baeb295fe673c3dad3d50038f0250d670ee7540,1128446330.0,1,1,1,0.0,14,9,133.0,0,1,39.91067129629629,3,52.0,45.00046402315745,47.0,0,1,0,0,0,0,0,,1159341165.0,,,,,1159341165.0
ant-ivy,c370a753fc0de5b31935e87e98e91f256885bfed,1128446605.0,1,2,4,2.0,4,4,86.5,0,1,82.69077835648149,7,53.0,46.000112935260255,48.0,0,1,1,1,0,0,1,1157558959.0,1157558959.0,,1157558959.0,1157558959.0,,1157558959.0
ant-ivy,64fcdf5322bc67ae880fb042d8c7a70e4168b69c,1129303099.0,2,2,6,2.2594641732301963,186,43,170.5,1,1,53.097062114197534,13,54.0,45.90580127025431,37.5,1,1,1,1,1,0,1,1138177465.0,1138177465.0,1138643864.0,1138177465.0,1138177465.0,,1138177465.0
ant-ivy,e6cc34067010250732838d1fecafe1976bdde605,1129303587.0,1,1,1,0.0,2,2,100.0,0,1,22.93778935185185,3,55.0,46.90517694027407,27.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,61fc51338ed2ff97c0d3e3a05a67244338609100,1129305605.0,2,3,3,1.4881373727410647,96,16,199.0,0,1,118.82391589506172,5,56.0,47.90253137398198,39.0,0,1,1,1,1,0,1,1180554146.0,1180554146.0,1199455031.0,1180554146.0,1180554146.0,,1180554146.0
ant-ivy,a8a9ad112f16d3a9fc7a25eb1bfe5c530f619dd4,1129709062.0,1,1,1,0.0,1,0,261.0,0,1,99.05518518518518,4,57.0,48.36682893326071,51.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,6313b4ea8007cfff8cabaad5afb8c741a448ea74,1129737933.0,2,2,2,0.7544062039636578,134,32,121.0,0,1,50.96305555555556,6,58.0,49.32803355167596,40.5,1,1,1,1,1,1,1,1129792977.0,1129792977.0,1129792977.0,1129792977.0,1129792977.0,1129792977.0,1129792977.0
ant-ivy,782e1d388f47e2afafc891d3425823a750ad00a0,1129792977.0,1,1,1,0.0,5,3,238.0,1,1,0.6370833333333333,4,59.0,50.25249607571208,53.0,0,1,1,1,0,0,0,1168623165.0,1168623165.0,,1168623165.0,,,1168623165.0
ant-ivy,02f9469044b2a5c8b87dde443839996a730cc3fc,1130224724.0,2,2,2,0.8112781244591328,24,16,317.5,1,1,120.76939814814816,3,60.0,50.654344139637686,42.0,1,1,1,1,0,0,1,1137520602.0,1137520602.0,,1137520602.0,1137520602.0,,1137520602.0
ant-ivy,420b0a7d2e3b5310d778ede50190d4f1766f0f27,1130259197.0,1,1,1,0.0,37,1,262.0,0,1,6.367303240740741,5,61.0,51.60609957822347,55.0,0,1,1,1,0,0,1,1173307370.0,1173307370.0,,1173307370.0,1173307370.0,,1173307370.0
ant-ivy,63d9294a7a699ad131064b04540ccfa8017861c9,1130260782.0,1,1,3,1.4909703934320488,35,3,325.0,0,1,50.26104166666666,13,62.0,52.60383331990359,56.0,0,1,1,1,1,1,1,1130310397.0,1130310397.0,1196286198.0,1130310397.0,1130310397.0,1130310397.0,1130310397.0
ant-ivy,4ebc515b84f6247278e74b6bea30048b146c769f,1130261983.0,1,1,1,0.0,11,5,298.0,0,1,0.0322453703703703,6,63.0,53.602078160248624,57.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,ecd6d97cc6608a4577a5a84056d3b63970b7d015,1130263986.0,1,2,2,0.9899927915575188,61,7,173.0,0,1,65.65549768518518,8,64.0,54.59908769325422,58.0,0,0,1,1,0,0,1,1153163068.0,,,1153163068.0,1153163068.0,,1153163068.0
ant-ivy,9cd7fa373a799b91a940a41638a37f26a8ee5d71,1130308671.0,1,1,1,0.0,2,1,330.0,0,1,0.5171875,8,65.0,55.53104427035824,59.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,16ef8e71fc764f643e76e4f32554dbb220e66894,1130310397.0,2,3,3,1.2904410238097952,82,19,344.0,1,1,14.655023148148146,15,66.0,56.52836467777899,45.5,0,1,1,1,1,1,1,1173307238.0,1173307238.0,1173307238.0,1173307238.0,1173307238.0,1173307238.0,1173307238.0
ant-ivy,b8e042f4cd556766f14ea8b8f2a40d021c76b6e7,1130310728.0,1,1,1,0.0,2,2,557.0,0,1,0.0038310185185185,10,67.0,57.52784033809374,61.0,0,0,1,0,0,0,0,1175238066.0,,,,,,1175238066.0
ant-ivy,72b0e0dc4b9d3ebdf169a1d74ae2fd75de959aee,1130397646.0,2,3,3,0.7943095546405663,23,2,847.3333333333334,1,1,18.11330632716049,22,68.0,58.387737926413735,47.0,0,1,1,1,1,1,1,1136377286.0,1136377286.0,1136377286.0,1136377286.0,1136377286.0,1136377286.0,1136377286.0
ant-ivy,adbd2b1f52111866601db42d85b7d3569839056a,1130413770.0,1,1,1,0.0,3,3,240.0,0,1,7.185104166666667,5,69.0,59.36131130198691,63.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,2b37db76bbe0914435bcf153c39791ea619119f3,1130487412.0,2,4,5,1.9065544164747683,451,39,221.8,0,1,39.91440740740741,12,70.0,60.23858688247336,48.5,1,1,1,1,1,1,1,1161937771.0,1161937771.0,1161937771.0,1161937771.0,1161937771.0,1161937771.0,1161937771.0
ant-ivy,f65fa87c6d4455c98f1f984f21fc9879185095cd,1130488391.0,2,2,2,0.7467366074830679,47,0,191.0,0,1,0.0113310185185185,8,71.0,61.23692773504992,49.5,0,0,1,1,0,0,1,1208113167.0,,,1208113167.0,1208113167.0,,1208113167.0
ant-ivy,6e294e9096445b314e446cd37f1b1ef8acd65ac8,1130489037.0,2,2,2,0.6500224216483541,12,0,214.5,0,1,0.0074768518518518,10,72.0,62.23581250070632,50.5,0,1,1,1,0,0,1,1180554146.0,1180554146.0,,1180554146.0,1180554146.0,,1180554146.0
ant-ivy,0f08bd630209714e8264ecbdb2e1ec2f37e55cfe,1130939630.0,2,2,2,0.4305518670104394,90,12,133.5,0,1,17.56565972222222,6,73.0,62.45356096654583,51.5,0,0,0,0,0,0,0,,,,,,,
ant-ivy,3e1fe6ac33bc0d98a8bb9dabb02bcf4ce46ea52f,1130940655.0,1,1,1,0.0,3,0,292.0,1,1,0.0118634259259259,5,74.0,63.45177132803231,68.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,cc87a94db51e82db8e58f205bb944e3fedc5a332,1135240863.0,1,4,4,1.7910965333675668,34,12,126.0,0,1,156.07787326388888,6,76.0,58.5341839540501,70.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,8c1397108997eb4a1fc51c1fdb67f1543172825f,1135587448.0,2,3,4,1.4560125726222417,219,106,389.0,1,1,20.72403356481481,17,77.0,59.02716772032337,54.0,0,1,1,1,1,0,1,1173345474.0,1141124775.0,1173345474.0,1173345474.0,1495778635.0,,1141124775.0
ant-ivy,4857531fe0f4cd2435d1aa61661e56066d8689c8,1135590273.0,2,2,5,2.130143317637751,244,184,70.0,1,1,90.85032407407408,8,78.0,60.02298133482844,55.0,0,1,1,1,1,1,1,1135871251.0,1135871251.0,1135871251.0,1135871251.0,1135871251.0,1135871251.0,1135871251.0
ant-ivy,75d346b7eef3c336a8278e76e905db98e878d4d7,1135592324.0,1,2,2,0.5916727785823275,27,1,143.0,1,1,62.27455439814815,9,79.0,61.01987728242703,73.0,1,1,1,1,1,1,1,1156459604.0,1156459604.0,1159194257.0,1156459604.0,1156459604.0,1159194257.0,1156459604.0
ant-ivy,0b5ba610445af6ac4e7570fd6da475874ce4db01,1135595375.0,2,2,2,0.345117314944953,30,1,211.0,1,1,82.98788194444444,6,80.0,62.01516365079234,56.5,0,0,1,1,0,0,1,1345575301.0,,,1345575301.0,1345575301.0,,1345575301.0
ant-ivy,16221738324f022ed0416bc7d0810499b1267957,1135615463.0,2,2,4,1.2855974522900635,161,21,919.0,0,1,30.276762152777778,37,81.0,62.98351030757927,57.5,1,1,1,1,1,1,1,1137689587.0,1137689587.0,1137689587.0,1137689587.0,1137689587.0,1141132699.0,1137689587.0
ant-ivy,3696b20b031e4119f67497c24039957771bb73db,1135617707.0,2,2,5,1.6991436234027613,30,28,479.0,0,1,28.90079629629629,27,82.0,63.97990521175701,58.5,0,1,1,1,0,0,1,1179873715.0,1179873715.0,,1179873715.0,1179873715.0,,1179873715.0
ant-ivy,69f8b7008c804bf0bcf82d254732cf1d9171d101,1135676787.0,2,2,2,0.833764907210665,34,0,1308.5,1,1,0.6967824074074074,33,83.0,64.88326852043942,59.5,1,1,1,1,0,1,1,1137060006.0,1137060006.0,,1137060006.0,1137060006.0,1137060006.0,1137060006.0
ant-ivy,028572d7f2589bf3d968cbd86044cb27541e50af,1135866443.0,1,1,1,0.0,15,0,202.0,0,1,62.23849537037037,5,84.0,65.56903499715631,43.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,5f1ed4448c0617efde6616dd970bcae8fbf4f3fb,1135871251.0,1,1,3,1.061278124459133,7,1,72.66666666666667,1,1,3.252060185185185,10,85.0,66.56095596081646,78.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,3081a1b16a2fcb13b7a13bf761d6a625598d0325,1135947572.0,2,3,9,2.3380382711447942,246,33,277.0,0,1,79.98519290123456,40,86.0,67.43056358541537,61.5,1,1,1,1,1,1,1,1138348389.0,1138348389.0,1138348389.0,1138348389.0,1138348389.0,1138348389.0,1138348389.0
ant-ivy,e26114a8fb6e6c7302a072e78dc88ad43979c17e,1136285408.0,2,3,4,1.490015253511508,157,28,673.75,0,1,98.93727719907407,28,87.0,67.84887674482434,62.5,1,1,1,1,1,0,1,1141657441.0,1141657441.0,1141657441.0,1141657441.0,1141657441.0,,1141657441.0
ant-ivy,866ec93bfd5f6331c95c66e19178c9ffc1441ee2,1136296260.0,2,3,4,1.8879185026711327,18,6,506.5,1,1,41.46399016203704,28,88.0,68.83001451833294,63.5,0,0,1,1,0,0,1,1173262020.0,,,1173262020.0,1138202596.0,,1138202596.0
ant-ivy,bd4aa2daab9679328b05a2de021c3a3045a9d04a,1136377286.0,1,1,1,0.0,1,1,445.0,1,1,69.2087962962963,6,89.0,69.68694966374834,47.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,99fab573d73b53afa6e922ce7cfe22364ea4b4b6,1136875934.0,2,2,2,0.9389320105807948,44,1,173.0,0,1,78.70465856481482,10,90.0,69.80391327862208,65.0,0,0,1,1,0,0,1,1208805709.0,,,1208805709.0,1208805709.0,,1208805709.0
ant-ivy,2ca7bf8910ea99d107629321f1d04c092a159da7,1136965481.0,1,6,14,3.5124206923734542,267,34,177.57142857142858,0,1,50.299854497354495,38,91.0,70.64488117895553,83.0,0,0,1,1,1,1,1,1154358547.0,,1154358547.0,1154358547.0,1154358547.0,1154358547.0,1154358547.0
ant-ivy,f49d12bb94679636b5eab7a59f4d86e099f2d771,1136966539.0,1,1,1,0.0,12,1,249.0,0,1,208.8636574074074,1,92.0,71.6429730146409,84.0,0,0,1,1,0,0,1,1196692392.0,,,1196692392.0,1196692392.0,,1196692392.0
ant-ivy,caa9a8ed4fcd65526bd8100afee329eaabd4d56b,1136981952.0,1,1,1,0.0,1,1,1102.0,1,1,7.93625,11,93.0,72.61469801954992,85.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,c2ec508538ae4b7e2ebf0565714ec378f4e696ff,1136987258.0,1,2,2,0.5813214987637028,24,12,951.0,0,1,37.73146990740741,29,94.0,73.60480118635331,86.0,0,1,1,1,1,1,1,1163016005.0,1163016005.0,1163016005.0,1163016005.0,1180554146.0,1163016005.0,1163016005.0
ant-ivy,23e7c3b44ddb18eecaed97ef68aa26220a085a37,1137060006.0,2,2,3,1.449652983688048,82,8,1308.0,1,1,3.5702160493827164,51,96.0,75.4668144902374,68.5,1,1,1,1,1,1,1,1137689587.0,1137689587.0,1196263118.0,1137689587.0,1137689587.0,1137689587.0,1137689587.0
ant-ivy,dc22215e6ee905481b70bbb14e5e4193acb037e1,1137145459.0,2,2,4,1.9432707940169955,97,31,128.5,0,1,70.61619502314815,7,97.0,76.30030207008414,69.5,1,1,1,1,0,0,1,1137674379.0,1137674379.0,,1137674379.0,1137674379.0,,1137674379.0
ant-ivy,6b548f45616d29524c92d6edbdbdb86063cb1ca9,1137175918.0,1,3,3,1.014227679956638,82,15,692.3333333333334,0,1,50.849077932098766,34,98.0,77.2401641594033,90.0,0,1,1,1,1,0,1,1137674379.0,1137674379.0,1137674379.0,1137674379.0,1137674379.0,,1137674379.0
ant-ivy,ee2d73f98aea860938db48c97592223e3d09aa69,1137479542.0,1,1,1,0.0,2,0,1740.0,0,1,3.5141666666666667,25,99.0,77.63634168295583,91.0,0,0,0,1,0,0,1,,,,1171227332.0,1171227332.0,,1171227332.0
ant-ivy,ef9ec6caee25b798b6a0f1d040219c91862e5b6b,1137500174.0,2,3,6,1.8185724254320124,236,17,532.5,0,1,84.41967978395063,40,100.0,78.59500203399102,71.5,1,1,1,1,1,1,1,1137520602.0,1137520602.0,1137520602.0,1137520602.0,1137520602.0,1137520602.0,1137520602.0
ant-ivy,63b2ea841abd0069145443e5b140148960227b6e,1137519522.0,1,1,1,0.0,1,0,1742.0,0,1,0.2239351851851851,27,101.0,79.5556622959383,93.0,0,0,0,0,0,0,0,,,,,,,
ant-ivy,815513f7da72c65034e82236d3203c06d5a18772,1137520602.0,2,2,2,0.4689955935892812,23,17,165.5,1,1,0.2364351851851852,5,102.0,80.55343328893368,73.0,1,1,1,1,0,0,1,1168082409.0,1168082409.0,,1183673051.0,1173262020.0,,1168082409.0
